region,community,cases,date
AGOURA HILLS,AGOURA HILLS,1,2020-03-23
AGOURA HILLS,AGOURA HILLS,3,2020-03-24
AGOURA HILLS,AGOURA HILLS,3,2020-03-25
AGOURA HILLS,AGOURA HILLS,5,2020-03-26
AGOURA HILLS,AGOURA HILLS,6,2020-03-27
AGOURA HILLS,AGOURA HILLS,9,2020-03-28
ALHAMBRA,ALHAMBRA,1,2020-03-17
ALHAMBRA,ALHAMBRA,1,2020-03-18
ALHAMBRA,ALHAMBRA,2,2020-03-19
ALHAMBRA,ALHAMBRA,3,2020-03-20
ALHAMBRA,ALHAMBRA,3,2020-03-21
ALHAMBRA,ALHAMBRA,3,2020-03-22
ALHAMBRA,ALHAMBRA,4,2020-03-23
ALHAMBRA,ALHAMBRA,5,2020-03-24
ALHAMBRA,ALHAMBRA,6,2020-03-25
ALHAMBRA,ALHAMBRA,8,2020-03-26
ALHAMBRA,ALHAMBRA,8,2020-03-27
ALHAMBRA,ALHAMBRA,10,2020-03-28
ARCADIA,ARCADIA,1,2020-03-17
ARCADIA,ARCADIA,2,2020-03-18
ARCADIA,ARCADIA,2,2020-03-19
ARCADIA,ARCADIA,2,2020-03-20
ARCADIA,ARCADIA,2,2020-03-21
ARCADIA,ARCADIA,2,2020-03-22
ARCADIA,ARCADIA,3,2020-03-23
ARCADIA,ARCADIA,4,2020-03-24
ARCADIA,ARCADIA,4,2020-03-25
ARCADIA,ARCADIA,6,2020-03-26
ARCADIA,ARCADIA,6,2020-03-27
ARCADIA,ARCADIA,8,2020-03-28
ARTESIA,ARTESIA,NA,2020-03-27
ARTESIA,ARTESIA,NA,2020-03-28
AVALON,AVALON,0,2020-03-27
AVALON,AVALON,0,2020-03-28
AZUSA,AZUSA,1,2020-03-26
AZUSA,AZUSA,1,2020-03-27
AZUSA,AZUSA,1,2020-03-28
BALDWIN PARK,BALDWIN PARK,0,2020-03-27
BALDWIN PARK,BALDWIN PARK,0,2020-03-28
BELL,BELL,2,2020-03-26
BELL,BELL,4,2020-03-27
BELL,BELL,5,2020-03-28
BELL GARDENS,BELL GARDENS,3,2020-03-25
BELL GARDENS,BELL GARDENS,3,2020-03-26
BELL GARDENS,BELL GARDENS,1,2020-03-27
BELL GARDENS,BELL GARDENS,1,2020-03-28
BELLFLOWER,BELLFLOWER,1,2020-03-22
BELLFLOWER,BELLFLOWER,3,2020-03-23
BELLFLOWER,BELLFLOWER,3,2020-03-24
BELLFLOWER,BELLFLOWER,7,2020-03-25
BELLFLOWER,BELLFLOWER,8,2020-03-26
BELLFLOWER,BELLFLOWER,10,2020-03-27
BELLFLOWER,BELLFLOWER,12,2020-03-28
BEVERLY HILLS,BEVERLY HILLS,1,2020-03-17
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-18
BEVERLY HILLS,BEVERLY HILLS,4,2020-03-19
BEVERLY HILLS,BEVERLY HILLS,5,2020-03-20
BEVERLY HILLS,BEVERLY HILLS,7,2020-03-21
BEVERLY HILLS,BEVERLY HILLS,8,2020-03-22
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-23
BEVERLY HILLS,BEVERLY HILLS,12,2020-03-24
BEVERLY HILLS,BEVERLY HILLS,13,2020-03-25
BEVERLY HILLS,BEVERLY HILLS,15,2020-03-26
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-27
BEVERLY HILLS,BEVERLY HILLS,21,2020-03-28
BRADBURY,BRADBURY,0,2020-03-27
BRADBURY,BRADBURY,0,2020-03-28
BURBANK,BURBANK,1,2020-03-19
BURBANK,BURBANK,1,2020-03-20
BURBANK,BURBANK,1,2020-03-21
BURBANK,BURBANK,2,2020-03-22
BURBANK,BURBANK,2,2020-03-23
BURBANK,BURBANK,2,2020-03-24
BURBANK,BURBANK,3,2020-03-25
BURBANK,BURBANK,6,2020-03-26
BURBANK,BURBANK,7,2020-03-27
BURBANK,BURBANK,17,2020-03-28
CALABASAS,CALABASAS,1,2020-03-19
CALABASAS,CALABASAS,1,2020-03-20
CALABASAS,CALABASAS,1,2020-03-21
CALABASAS,CALABASAS,2,2020-03-22
CALABASAS,CALABASAS,3,2020-03-23
CALABASAS,CALABASAS,4,2020-03-24
CALABASAS,CALABASAS,4,2020-03-25
CALABASAS,CALABASAS,5,2020-03-26
CALABASAS,CALABASAS,7,2020-03-27
CALABASAS,CALABASAS,10,2020-03-28
CARSON,CARSON,1,2020-03-17
CARSON,CARSON,1,2020-03-18
CARSON,CARSON,1,2020-03-19
CARSON,CARSON,3,2020-03-20
CARSON,CARSON,3,2020-03-21
CARSON,CARSON,4,2020-03-22
CARSON,CARSON,6,2020-03-23
CARSON,CARSON,8,2020-03-24
CARSON,CARSON,9,2020-03-25
CARSON,CARSON,21,2020-03-26
CARSON,CARSON,21,2020-03-27
CARSON,CARSON,26,2020-03-28
CERRITOS,CERRITOS,1,2020-03-21
CERRITOS,CERRITOS,2,2020-03-22
CERRITOS,CERRITOS,2,2020-03-23
CERRITOS,CERRITOS,2,2020-03-24
CERRITOS,CERRITOS,2,2020-03-25
CERRITOS,CERRITOS,2,2020-03-26
CERRITOS,CERRITOS,1,2020-03-27
CERRITOS,CERRITOS,1,2020-03-28
CLAREMONT,CLAREMONT,1,2020-03-24
CLAREMONT,CLAREMONT,1,2020-03-25
CLAREMONT,CLAREMONT,1,2020-03-26
CLAREMONT,CLAREMONT,1,2020-03-27
CLAREMONT,CLAREMONT,1,2020-03-28
COMMERCE,COMMERCE,0,2020-03-27
COMMERCE,COMMERCE,0,2020-03-28
COMPTON,COMPTON,1,2020-03-23
COMPTON,COMPTON,1,2020-03-24
COMPTON,COMPTON,2,2020-03-25
COMPTON,COMPTON,5,2020-03-26
COMPTON,COMPTON,7,2020-03-27
COMPTON,COMPTON,9,2020-03-28
COVINA,COVINA,1,2020-03-19
COVINA,COVINA,1,2020-03-20
COVINA,COVINA,1,2020-03-21
COVINA,COVINA,1,2020-03-22
COVINA,COVINA,1,2020-03-23
COVINA,COVINA,3,2020-03-24
COVINA,COVINA,3,2020-03-25
COVINA,COVINA,4,2020-03-26
COVINA,COVINA,3,2020-03-27
COVINA,COVINA,3,2020-03-28
CUDAHY,CUDAHY,NA,2020-03-27
CUDAHY,CUDAHY,NA,2020-03-28
CULVER CITY,CULVER CITY,2,2020-03-17
CULVER CITY,CULVER CITY,2,2020-03-18
CULVER CITY,CULVER CITY,3,2020-03-19
CULVER CITY,CULVER CITY,4,2020-03-20
CULVER CITY,CULVER CITY,4,2020-03-21
CULVER CITY,CULVER CITY,4,2020-03-22
CULVER CITY,CULVER CITY,5,2020-03-23
CULVER CITY,CULVER CITY,7,2020-03-24
CULVER CITY,CULVER CITY,6,2020-03-25
CULVER CITY,CULVER CITY,8,2020-03-26
CULVER CITY,CULVER CITY,6,2020-03-27
CULVER CITY,CULVER CITY,7,2020-03-28
DIAMOND BAR,DIAMOND BAR,2,2020-03-17
DIAMOND BAR,DIAMOND BAR,2,2020-03-18
DIAMOND BAR,DIAMOND BAR,2,2020-03-19
DIAMOND BAR,DIAMOND BAR,2,2020-03-20
DIAMOND BAR,DIAMOND BAR,2,2020-03-21
DIAMOND BAR,DIAMOND BAR,2,2020-03-22
DIAMOND BAR,DIAMOND BAR,2,2020-03-23
DIAMOND BAR,DIAMOND BAR,2,2020-03-24
DIAMOND BAR,DIAMOND BAR,2,2020-03-25
DIAMOND BAR,DIAMOND BAR,2,2020-03-26
DIAMOND BAR,DIAMOND BAR,2,2020-03-27
DIAMOND BAR,DIAMOND BAR,2,2020-03-28
DOWNEY,DOWNEY,1,2020-03-24
DOWNEY,DOWNEY,5,2020-03-25
DOWNEY,DOWNEY,10,2020-03-26
DOWNEY,DOWNEY,12,2020-03-27
DOWNEY,DOWNEY,18,2020-03-28
DUARTE,DUARTE,1,2020-03-23
DUARTE,DUARTE,1,2020-03-24
DUARTE,DUARTE,1,2020-03-25
DUARTE,DUARTE,2,2020-03-26
DUARTE,DUARTE,NA,2020-03-27
DUARTE,DUARTE,NA,2020-03-28
EL MONTE,EL MONTE,0,2020-03-27
EL MONTE,EL MONTE,0,2020-03-28
EL SEGUNDO,EL SEGUNDO,1,2020-03-20
EL SEGUNDO,EL SEGUNDO,2,2020-03-21
EL SEGUNDO,EL SEGUNDO,1,2020-03-22
EL SEGUNDO,EL SEGUNDO,1,2020-03-23
EL SEGUNDO,EL SEGUNDO,2,2020-03-24
EL SEGUNDO,EL SEGUNDO,2,2020-03-25
EL SEGUNDO,EL SEGUNDO,2,2020-03-26
EL SEGUNDO,EL SEGUNDO,NA,2020-03-27
EL SEGUNDO,EL SEGUNDO,NA,2020-03-28
GARDENA,GARDENA,1,2020-03-17
GARDENA,GARDENA,1,2020-03-18
GARDENA,GARDENA,1,2020-03-19
GARDENA,GARDENA,1,2020-03-20
GARDENA,GARDENA,1,2020-03-21
GARDENA,GARDENA,1,2020-03-22
GARDENA,GARDENA,1,2020-03-23
GARDENA,GARDENA,1,2020-03-24
GARDENA,GARDENA,1,2020-03-25
GARDENA,GARDENA,4,2020-03-26
GARDENA,GARDENA,5,2020-03-27
GARDENA,GARDENA,6,2020-03-28
GLENDALE,GLENDALE,3,2020-03-17
GLENDALE,GLENDALE,4,2020-03-18
GLENDALE,GLENDALE,4,2020-03-19
GLENDALE,GLENDALE,4,2020-03-20
GLENDALE,GLENDALE,5,2020-03-21
GLENDALE,GLENDALE,6,2020-03-22
GLENDALE,GLENDALE,9,2020-03-23
GLENDALE,GLENDALE,10,2020-03-24
GLENDALE,GLENDALE,12,2020-03-25
GLENDALE,GLENDALE,23,2020-03-26
GLENDALE,GLENDALE,29,2020-03-27
GLENDALE,GLENDALE,36,2020-03-28
GLENDORA,GLENDORA,1,2020-03-22
GLENDORA,GLENDORA,1,2020-03-23
GLENDORA,GLENDORA,1,2020-03-24
GLENDORA,GLENDORA,2,2020-03-25
GLENDORA,GLENDORA,2,2020-03-26
GLENDORA,GLENDORA,4,2020-03-27
GLENDORA,GLENDORA,4,2020-03-28
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-27
HAWAIIAN GARDENS,HAWAIIAN GARDENS,NA,2020-03-28
HAWTHORNE,HAWTHORNE,1,2020-03-19
HAWTHORNE,HAWTHORNE,2,2020-03-20
HAWTHORNE,HAWTHORNE,2,2020-03-21
HAWTHORNE,HAWTHORNE,2,2020-03-22
HAWTHORNE,HAWTHORNE,3,2020-03-23
HAWTHORNE,HAWTHORNE,6,2020-03-24
HAWTHORNE,HAWTHORNE,8,2020-03-25
HAWTHORNE,HAWTHORNE,9,2020-03-26
HAWTHORNE,HAWTHORNE,7,2020-03-27
HAWTHORNE,HAWTHORNE,11,2020-03-28
HERMOSA BEACH,HERMOSA BEACH,NA,2020-03-27
HERMOSA BEACH,HERMOSA BEACH,NA,2020-03-28
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-27
HIDDEN HILLS,HIDDEN HILLS,0,2020-03-28
HUNTINGTON PARK,HUNTINGTON PARK,0,2020-03-27
HUNTINGTON PARK,HUNTINGTON PARK,2,2020-03-28
INDUSTRY,INDUSTRY,0,2020-03-27
INDUSTRY,INDUSTRY,0,2020-03-28
INGLEWOOD,INGLEWOOD,1,2020-03-17
INGLEWOOD,INGLEWOOD,1,2020-03-18
INGLEWOOD,INGLEWOOD,2,2020-03-19
INGLEWOOD,INGLEWOOD,2,2020-03-20
INGLEWOOD,INGLEWOOD,2,2020-03-21
INGLEWOOD,INGLEWOOD,3,2020-03-22
INGLEWOOD,INGLEWOOD,3,2020-03-23
INGLEWOOD,INGLEWOOD,5,2020-03-24
INGLEWOOD,INGLEWOOD,5,2020-03-25
INGLEWOOD,INGLEWOOD,12,2020-03-26
INGLEWOOD,INGLEWOOD,12,2020-03-27
INGLEWOOD,INGLEWOOD,14,2020-03-28
IRWINDALE,IRWINDALE,0,2020-03-27
IRWINDALE,IRWINDALE,0,2020-03-28
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,1,2020-03-21
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,1,2020-03-22
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,2,2020-03-23
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,2,2020-03-24
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,3,2020-03-25
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,6,2020-03-26
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,5,2020-03-27
LA CANADA FLINTRIDGE,LA CANADA FLINTRIDGE,7,2020-03-28
LA HABRA HEIGHTS,LA HABRA HEIGHTS,NA,2020-03-27
LA HABRA HEIGHTS,LA HABRA HEIGHTS,0,2020-03-28
LA MIRADA,LA MIRADA,3,2020-03-17
LA MIRADA,LA MIRADA,3,2020-03-18
LA MIRADA,LA MIRADA,3,2020-03-19
LA MIRADA,LA MIRADA,3,2020-03-20
LA MIRADA,LA MIRADA,3,2020-03-21
LA MIRADA,LA MIRADA,3,2020-03-22
LA MIRADA,LA MIRADA,3,2020-03-23
LA MIRADA,LA MIRADA,3,2020-03-24
LA MIRADA,LA MIRADA,4,2020-03-25
LA MIRADA,LA MIRADA,5,2020-03-26
LA MIRADA,LA MIRADA,5,2020-03-27
LA MIRADA,LA MIRADA,6,2020-03-28
LA PUENTE,LA PUENTE,1,2020-03-24
LA PUENTE,LA PUENTE,1,2020-03-26
LA PUENTE,LA PUENTE,1,2020-03-27
LA PUENTE,LA PUENTE,2,2020-03-28
LA VERNE,LA VERNE,1,2020-03-21
LA VERNE,LA VERNE,2,2020-03-22
LA VERNE,LA VERNE,2,2020-03-23
LA VERNE,LA VERNE,2,2020-03-24
LA VERNE,LA VERNE,2,2020-03-25
LA VERNE,LA VERNE,2,2020-03-26
LA VERNE,LA VERNE,1,2020-03-27
LA VERNE,LA VERNE,1,2020-03-28
LAKEWOOD,LAKEWOOD,1,2020-03-20
LAKEWOOD,LAKEWOOD,1,2020-03-21
LAKEWOOD,LAKEWOOD,1,2020-03-22
LAKEWOOD,LAKEWOOD,1,2020-03-23
LAKEWOOD,LAKEWOOD,3,2020-03-24
LAKEWOOD,LAKEWOOD,4,2020-03-25
LAKEWOOD,LAKEWOOD,7,2020-03-26
LAKEWOOD,LAKEWOOD,8,2020-03-27
LAKEWOOD,LAKEWOOD,11,2020-03-28
LANCASTER,LANCASTER,3,2020-03-20
LANCASTER,LANCASTER,3,2020-03-21
LANCASTER,LANCASTER,4,2020-03-22
LANCASTER,LANCASTER,7,2020-03-23
LANCASTER,LANCASTER,8,2020-03-24
LANCASTER,LANCASTER,13,2020-03-25
LANCASTER,LANCASTER,16,2020-03-26
LANCASTER,LANCASTER,18,2020-03-27
LANCASTER,LANCASTER,19,2020-03-28
LAWNDALE,LAWNDALE,1,2020-03-19
LAWNDALE,LAWNDALE,1,2020-03-20
LAWNDALE,LAWNDALE,1,2020-03-21
LAWNDALE,LAWNDALE,1,2020-03-22
LAWNDALE,LAWNDALE,2,2020-03-23
LAWNDALE,LAWNDALE,2,2020-03-24
LAWNDALE,LAWNDALE,1,2020-03-25
LAWNDALE,LAWNDALE,2,2020-03-26
LAWNDALE,LAWNDALE,2,2020-03-27
LAWNDALE,LAWNDALE,3,2020-03-28
LOMITA,LOMITA,5,2020-03-19
LOMITA,LOMITA,5,2020-03-20
LOMITA,LOMITA,7,2020-03-21
LOMITA,LOMITA,8,2020-03-22
LOMITA,LOMITA,8,2020-03-23
LOMITA,LOMITA,9,2020-03-24
LOMITA,LOMITA,9,2020-03-25
LOMITA,LOMITA,12,2020-03-26
LOMITA,LOMITA,0,2020-03-27
LOMITA,LOMITA,NA,2020-03-28
LONG BEACH,LONG BEACH,5,2020-03-17
LONG BEACH,LONG BEACH,8,2020-03-18
LONG BEACH,LONG BEACH,12,2020-03-19
LONG BEACH,LONG BEACH,12,2020-03-20
LONG BEACH,LONG BEACH,13,2020-03-21
LONG BEACH,LONG BEACH,15,2020-03-22
LONG BEACH,LONG BEACH,17,2020-03-23
LONG BEACH,LONG BEACH,21,2020-03-24
LONG BEACH,LONG BEACH,28,2020-03-25
LONG BEACH,LONG BEACH,41,2020-03-26
LONG BEACH,LONG BEACH,54,2020-03-27
LONG BEACH,LONG BEACH,75,2020-03-28
LOS ANGELES,ADAMS-NORMANDIE,NA,2020-03-27
LOS ANGELES,ADAMS-NORMANDIE,NA,2020-03-28
LOS ANGELES,ALSACE,NA,2020-03-27
LOS ANGELES,ALSACE,NA,2020-03-28
LOS ANGELES,ANGELES NATIONAL FOREST,0,2020-03-28
LOS ANGELES,ANGELINO HEIGHTS,0,2020-03-27
LOS ANGELES,ANGELINO HEIGHTS,0,2020-03-28
LOS ANGELES,ARLETA,1,2020-03-25
LOS ANGELES,ARLETA,2,2020-03-26
LOS ANGELES,ARLETA,2,2020-03-27
LOS ANGELES,ARLETA,4,2020-03-28
LOS ANGELES,ATWATER VILLAGE,0,2020-03-27
LOS ANGELES,ATWATER VILLAGE,NA,2020-03-28
LOS ANGELES,BALDWIN HILLS,1,2020-03-17
LOS ANGELES,BALDWIN HILLS,1,2020-03-18
LOS ANGELES,BALDWIN HILLS,1,2020-03-19
LOS ANGELES,BALDWIN HILLS,1,2020-03-20
LOS ANGELES,BALDWIN HILLS,2,2020-03-21
LOS ANGELES,BALDWIN HILLS,3,2020-03-22
LOS ANGELES,BALDWIN HILLS,3,2020-03-23
LOS ANGELES,BALDWIN HILLS,3,2020-03-24
LOS ANGELES,BALDWIN HILLS,3,2020-03-25
LOS ANGELES,BALDWIN HILLS,4,2020-03-26
LOS ANGELES,BALDWIN HILLS,5,2020-03-27
LOS ANGELES,BALDWIN HILLS,7,2020-03-28
LOS ANGELES,BEL AIR,6,2020-03-27
LOS ANGELES,BEL AIR,8,2020-03-28
LOS ANGELES,BEVERLY CREST,14,2020-03-27
LOS ANGELES,BEVERLY CREST,17,2020-03-28
LOS ANGELES,BEVERLYWOOD,2,2020-03-19
LOS ANGELES,BEVERLYWOOD,2,2020-03-20
LOS ANGELES,BEVERLYWOOD,5,2020-03-21
LOS ANGELES,BEVERLYWOOD,6,2020-03-22
LOS ANGELES,BEVERLYWOOD,7,2020-03-23
LOS ANGELES,BEVERLYWOOD,7,2020-03-24
LOS ANGELES,BEVERLYWOOD,8,2020-03-25
LOS ANGELES,BEVERLYWOOD,10,2020-03-26
LOS ANGELES,BEVERLYWOOD,8,2020-03-27
LOS ANGELES,BEVERLYWOOD,10,2020-03-28
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-17
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-18
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-19
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-20
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-21
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-22
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-23
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-24
LOS ANGELES,BOYLE HEIGHTS,5,2020-03-25
LOS ANGELES,BOYLE HEIGHTS,7,2020-03-26
LOS ANGELES,BOYLE HEIGHTS,8,2020-03-27
LOS ANGELES,BOYLE HEIGHTS,8,2020-03-28
LOS ANGELES,BRENTWOOD,1,2020-03-17
LOS ANGELES,BRENTWOOD,2,2020-03-18
LOS ANGELES,BRENTWOOD,13,2020-03-19
LOS ANGELES,BRENTWOOD,16,2020-03-20
LOS ANGELES,BRENTWOOD,18,2020-03-21
LOS ANGELES,BRENTWOOD,23,2020-03-22
LOS ANGELES,BRENTWOOD,27,2020-03-23
LOS ANGELES,BRENTWOOD,31,2020-03-24
LOS ANGELES,BRENTWOOD,34,2020-03-25
LOS ANGELES,BRENTWOOD,42,2020-03-26
LOS ANGELES,BRENTWOOD,30,2020-03-27
LOS ANGELES,BRENTWOOD,31,2020-03-28
LOS ANGELES,BROOKSIDE,0,2020-03-27
LOS ANGELES,BROOKSIDE,0,2020-03-28
LOS ANGELES,CADILLAC-CORNING,0,2020-03-27
LOS ANGELES,CADILLAC-CORNING,0,2020-03-28
LOS ANGELES,CANOGA PARK,1,2020-03-22
LOS ANGELES,CANOGA PARK,2,2020-03-23
LOS ANGELES,CANOGA PARK,2,2020-03-24
LOS ANGELES,CANOGA PARK,2,2020-03-25
LOS ANGELES,CANOGA PARK,3,2020-03-26
LOS ANGELES,CANOGA PARK,2,2020-03-27
LOS ANGELES,CANOGA PARK,3,2020-03-28
LOS ANGELES,CARTHAY,7,2020-03-27
LOS ANGELES,CARTHAY,9,2020-03-28
LOS ANGELES,CENTRAL,2,2020-03-27
LOS ANGELES,CENTRAL,3,2020-03-28
LOS ANGELES,CENTURY CITY,4,2020-03-20
LOS ANGELES,CENTURY CITY,4,2020-03-21
LOS ANGELES,CENTURY CITY,4,2020-03-22
LOS ANGELES,CENTURY CITY,4,2020-03-23
LOS ANGELES,CENTURY CITY,6,2020-03-24
LOS ANGELES,CENTURY CITY,7,2020-03-25
LOS ANGELES,CENTURY CITY,9,2020-03-26
LOS ANGELES,CENTURY CITY,6,2020-03-27
LOS ANGELES,CENTURY CITY,8,2020-03-28
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-18
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-20
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-21
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-22
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-23
LOS ANGELES,CENTURY PALMS/COVE,1,2020-03-24
LOS ANGELES,CENTURY PALMS/COVE,3,2020-03-25
LOS ANGELES,CENTURY PALMS/COVE,3,2020-03-26
LOS ANGELES,CENTURY PALMS/COVE,3,2020-03-27
LOS ANGELES,CENTURY PALMS/COVE,5,2020-03-28
LOS ANGELES,CHATSWORTH,1,2020-03-26
LOS ANGELES,CHATSWORTH,3,2020-03-27
LOS ANGELES,CHATSWORTH,4,2020-03-28
LOS ANGELES,CHEVIOT HILLS,NA,2020-03-27
LOS ANGELES,CHEVIOT HILLS,NA,2020-03-28
LOS ANGELES,CHINATOWN,0,2020-03-27
LOS ANGELES,CHINATOWN,0,2020-03-28
LOS ANGELES,CLOVERDALE/COCHRAN,1,2020-03-23
LOS ANGELES,CLOVERDALE/COCHRAN,2,2020-03-24
LOS ANGELES,CLOVERDALE/COCHRAN,3,2020-03-25
LOS ANGELES,CLOVERDALE/COCHRAN,3,2020-03-26
LOS ANGELES,CLOVERDALE/COCHRAN,NA,2020-03-27
LOS ANGELES,CLOVERDALE/COCHRAN,NA,2020-03-28
LOS ANGELES,COUNTRY CLUB PARK,NA,2020-03-27
LOS ANGELES,COUNTRY CLUB PARK,NA,2020-03-28
LOS ANGELES,CRENSHAW DISTRICT,2,2020-03-25
LOS ANGELES,CRENSHAW DISTRICT,2,2020-03-26
LOS ANGELES,CRENSHAW DISTRICT,NA,2020-03-27
LOS ANGELES,CRENSHAW DISTRICT,NA,2020-03-28
LOS ANGELES,CRESTVIEW,1,2020-03-19
LOS ANGELES,CRESTVIEW,1,2020-03-20
LOS ANGELES,CRESTVIEW,4,2020-03-21
LOS ANGELES,CRESTVIEW,5,2020-03-22
LOS ANGELES,CRESTVIEW,6,2020-03-23
LOS ANGELES,CRESTVIEW,7,2020-03-24
LOS ANGELES,CRESTVIEW,7,2020-03-25
LOS ANGELES,CRESTVIEW,9,2020-03-26
LOS ANGELES,CRESTVIEW,7,2020-03-27
LOS ANGELES,CRESTVIEW,9,2020-03-28
LOS ANGELES,DEL REY,2,2020-03-21
LOS ANGELES,DEL REY,2,2020-03-22
LOS ANGELES,DEL REY,2,2020-03-23
LOS ANGELES,DEL REY,3,2020-03-24
LOS ANGELES,DEL REY,5,2020-03-25
LOS ANGELES,DEL REY,9,2020-03-26
LOS ANGELES,DEL REY,9,2020-03-27
LOS ANGELES,DEL REY,10,2020-03-28
LOS ANGELES,DOWNTOWN,1,2020-03-20
LOS ANGELES,DOWNTOWN,1,2020-03-21
LOS ANGELES,DOWNTOWN,1,2020-03-22
LOS ANGELES,DOWNTOWN,2,2020-03-23
LOS ANGELES,DOWNTOWN,3,2020-03-24
LOS ANGELES,DOWNTOWN,6,2020-03-25
